Clock rate (Hz): 800
Sample integration time (s): 0.001250
initialize test of module
Entry number,Time,Ch 1,Ch 2,Ch 3,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8
516,3:21:24 PM,1,2,1,0,0,0,0,0
517,3:21:24 PM,1,1,1,0,0,0,0,0
518,3:21:24 PM,1,0,0,0,0,0,0,0
519,3:21:24 PM,0,2,0,0,0,0,0,0
520,3:21:24 PM,1,0,0,0,0,0,0,0
521,3:21:24 PM,0,1,2,0,0,0,0,0
522,3:21:24 PM,2,1,1,0,0,0,0,0
523,3:21:24 PM,0,0,1,0,0,0,0,0
524,3:21:24 PM,2,1,1,0,0,0,0,0
525,3:21:24 PM,1,2,0,0,0,0,0,0
526,3:21:24 PM,1,0,1,0,0,0,0,0
527,3:21:24 PM,0,1,2,0,0,0,0,0
528,3:21:24 PM,0,1,1,0,0,0,0,0
529,3:21:24 PM,0,0,0,0,0,0,0,0
530,3:21:24 PM,0,0,1,0,0,0,0,0
531,3:21:24 PM,0,0,0,0,0,0,0,0
532,3:21:24 PM,0,0,0,0,0,0,0,0
533,3:21:24 PM,1,0,2,0,0,0,0,0
534,3:21:24 PM,0,2,1,0,0,0,0,0
535,3:21:24 PM,0,0,0,0,0,0,0,0
536,3:21:24 PM,0,0,0,0,0,0,0,0
537,3:21:24 PM,0,0,1,0,0,0,0,0
538,3:21:24 PM,0,0,3,0,0,0,0,0
539,3:21:24 PM,0,1,4,0,0,0,0,0
540,3:21:24 PM,0,1,1,0,0,0,0,0
541,3:21:24 PM,0,0,0,0,0,0,0,0
542,3:21:24 PM,0,2,1,0,0,0,0,0
543,3:21:24 PM,1,0,0,0,0,0,0,0
544,3:21:24 PM,1,2,1,0,0,0,0,0
545,3:21:24 PM,0,3,1,0,0,0,0,0
546,3:21:24 PM,0,1,0,0,0,0,0,0
547,3:21:24 PM,0,0,0,0,0,0,0,0
548,3:21:24 PM,2,1,1,0,0,0,0,0
549,3:21:24 PM,0,3,2,0,0,0,0,0
550,3:21:24 PM,1,0,0,0,0,0,0,0
551,3:21:24 PM,1,0,0,0,0,0,0,0
552,3:21:24 PM,0,0,2,0,0,0,0,0
553,3:21:24 PM,1,0,1,0,0,0,0,0
554,3:21:24 PM,1,1,0,0,0,0,0,0
555,3:21:24 PM,2,0,2,0,0,0,0,0
556,3:21:24 PM,1,0,2,0,0,0,0,0
557,3:21:24 PM,0,2,1,0,0,0,0,0
558,3:21:24 PM,1,1,1,0,0,0,0,0
559,3:21:24 PM,1,3,2,0,0,0,0,0
560,3:21:24 PM,0,0,0,0,0,0,0,0
561,3:21:24 PM,0,0,2,0,0,0,0,0
562,3:21:24 PM,0,1,1,0,0,0,0,0
563,3:21:24 PM,0,1,1,0,0,0,0,0
564,3:21:24 PM,0,0,0,0,0,0,0,0
565,3:21:24 PM,1,2,1,0,0,0,0,0
566,3:21:24 PM,1,2,0,0,0,0,0,0
567,3:21:24 PM,0,1,0,0,0,0,0,0
568,3:21:24 PM,0,2,0,0,0,0,0,0
569,3:21:24 PM,0,1,0,0,0,0,0,0
570,3:21:24 PM,2,0,0,0,0,0,0,0
571,3:21:24 PM,1,1,0,0,0,0,0,0
572,3:21:24 PM,0,0,0,0,0,0,0,0
573,3:21:24 PM,0,3,0,0,0,0,0,0
574,3:21:24 PM,0,0,0,0,0,0,0,0
575,3:21:24 PM,1,0,1,0,0,0,0,0
576,3:21:24 PM,0,1,3,0,0,0,0,0
577,3:21:24 PM,1,2,0,0,0,0,0,0
578,3:21:24 PM,0,0,2,0,0,0,0,0
579,3:21:24 PM,0,0,0,0,0,0,0,0
580,3:21:24 PM,1,0,1,0,0,0,0,0
581,3:21:24 PM,0,0,0,0,0,0,0,0
582,3:21:24 PM,1,1,0,0,0,0,0,0
583,3:21:24 PM,1,0,1,0,0,0,0,0
584,3:21:24 PM,0,2,2,0,0,0,0,0
585,3:21:24 PM,0,1,1,0,0,0,0,0
586,3:21:24 PM,1,0,0,0,0,0,0,0
587,3:21:24 PM,0,0,3,0,0,0,0,0
588,3:21:24 PM,3,0,0,0,0,0,0,0
589,3:21:24 PM,0,0,1,0,0,0,0,0
590,3:21:24 PM,0,1,2,0,0,0,0,0
591,3:21:24 PM,0,1,0,0,0,0,0,0
592,3:21:24 PM,1,2,0,0,0,0,0,0
593,3:21:24 PM,0,0,1,0,0,0,0,0
594,3:21:24 PM,0,1,2,0,0,0,0,0
595,3:21:24 PM,0,1,1,0,0,0,0,0
596,3:21:24 PM,0,0,1,0,0,0,0,0
597,3:21:24 PM,0,0,0,0,0,0,0,0
598,3:21:24 PM,1,1,0,0,0,0,0,0
599,3:21:24 PM,0,2,1,0,0,0,0,0
600,3:21:24 PM,0,2,1,0,0,0,0,0
601,3:21:24 PM,0,0,0,0,0,0,0,0
602,3:21:24 PM,0,2,1,0,0,0,0,0
603,3:21:24 PM,1,0,0,0,0,0,0,0
604,3:21:24 PM,0,1,0,0,0,0,0,0
605,3:21:24 PM,1,1,0,0,0,0,0,0
606,3:21:24 PM,0,0,0,0,0,0,0,0
607,3:21:24 PM,1,1,0,0,0,0,0,0
608,3:21:24 PM,0,0,2,0,0,0,0,0
609,3:21:24 PM,0,0,0,0,0,0,0,0
610,3:21:24 PM,0,0,0,0,0,0,0,0
611,3:21:24 PM,1,0,0,0,0,0,0,0
612,3:21:24 PM,0,0,0,0,0,0,0,0
613,3:21:24 PM,2,0,2,0,0,0,0,0
614,3:21:24 PM,0,0,0,0,0,0,0,0
615,3:21:24 PM,0,0,1,0,0,0,0,0
616,3:21:24 PM,0,1,0,0,0,0,0,0
617,3:21:24 PM,0,1,1,0,0,0,0,0
618,3:21:24 PM,1,1,1,0,0,0,0,0
619,3:21:24 PM,0,0,1,0,0,0,0,0
620,3:21:24 PM,0,0,1,0,0,0,0,0
621,3:21:24 PM,0,1,3,0,0,0,0,0
622,3:21:24 PM,0,0,0,0,0,0,0,0
623,3:21:24 PM,1,1,0,0,0,0,0,0
624,3:21:24 PM,0,0,1,0,0,0,0,0
625,3:21:24 PM,0,0,1,0,0,0,0,0
626,3:21:24 PM,2,0,0,0,0,0,0,0
627,3:21:24 PM,0,0,1,0,0,0,0,0
628,3:21:24 PM,2,1,1,0,0,0,0,0
629,3:21:24 PM,0,0,2,0,0,0,0,0
630,3:21:24 PM,1,0,0,0,0,0,0,0
631,3:21:24 PM,0,2,0,0,0,0,0,0
632,3:21:24 PM,0,1,1,0,0,0,0,0
633,3:21:24 PM,0,0,0,0,0,0,0,0
634,3:21:24 PM,2,1,1,0,0,0,0,0
635,3:21:24 PM,1,1,1,0,0,0,0,0
636,3:21:24 PM,1,1,0,0,0,0,0,0
637,3:21:24 PM,0,0,0,0,0,0,0,0
638,3:21:24 PM,1,0,0,0,0,0,0,0
639,3:21:24 PM,0,0,0,0,0,0,0,0
640,3:21:24 PM,0,2,1,0,0,0,0,0
641,3:21:24 PM,0,1,0,0,0,0,0,0
642,3:21:24 PM,1,1,1,0,0,0,0,0
643,3:21:24 PM,0,0,0,0,0,0,0,0
644,3:21:24 PM,0,1,0,0,0,0,0,0
645,3:21:24 PM,0,0,1,0,0,0,0,0
646,3:21:24 PM,1,0,3,0,0,0,0,0
647,3:21:24 PM,0,0,0,0,0,0,0,0
648,3:21:24 PM,0,2,0,0,0,0,0,0
649,3:21:24 PM,1,1,1,0,0,0,0,0
650,3:21:24 PM,0,1,2,0,0,0,0,0
651,3:21:24 PM,0,1,2,0,0,0,0,0
652,3:21:24 PM,0,0,2,0,0,0,0,0
653,3:21:24 PM,0,2,0,0,0,0,0,0
654,3:21:24 PM,0,2,0,0,0,0,0,0
655,3:21:24 PM,0,0,0,0,0,0,0,0
656,3:21:24 PM,0,0,0,0,0,0,0,0
657,3:21:24 PM,2,0,1,0,0,0,0,0
658,3:21:24 PM,0,0,2,0,0,0,0,0
659,3:21:24 PM,0,0,1,0,0,0,0,0
660,3:21:24 PM,0,0,0,0,0,0,0,0
661,3:21:24 PM,1,1,1,0,0,0,0,0
662,3:21:24 PM,0,0,0,0,0,0,0,0
663,3:21:24 PM,0,0,0,0,0,0,0,0
664,3:21:24 PM,0,0,0,0,0,0,0,0
665,3:21:24 PM,1,0,1,0,0,0,0,0
666,3:21:24 PM,0,1,3,0,0,0,0,0
667,3:21:24 PM,0,0,0,0,0,0,0,0
668,3:21:24 PM,0,0,0,0,0,0,0,0
669,3:21:24 PM,0,0,1,0,0,0,0,0
670,3:21:24 PM,1,3,1,0,0,0,0,0
671,3:21:24 PM,0,0,1,0,0,0,0,0
672,3:21:24 PM,0,0,2,0,0,0,0,0
673,3:21:24 PM,0,0,1,0,0,0,0,0
674,3:21:24 PM,0,0,0,0,0,0,0,0
675,3:21:24 PM,3,1,0,0,0,0,0,0
676,3:21:24 PM,2,1,1,0,0,0,0,0
677,3:21:24 PM,1,0,0,0,0,0,0,0
678,3:21:24 PM,0,0,1,0,0,0,0,0
679,3:21:24 PM,1,0,1,0,0,0,0,0
680,3:21:24 PM,1,1,0,0,0,0,0,0
681,3:21:24 PM,1,1,1,0,0,0,0,0
682,3:21:24 PM,1,0,0,0,0,0,0,0
683,3:21:24 PM,0,0,0,0,0,0,0,0
684,3:21:24 PM,0,0,0,0,0,0,0,0
685,3:21:24 PM,1,1,1,0,0,0,0,0
686,3:21:24 PM,0,1,0,0,0,0,0,0
687,3:21:24 PM,0,1,0,0,0,0,0,0
688,3:21:24 PM,0,1,0,0,0,0,0,0
689,3:21:24 PM,0,1,2,0,0,0,0,0
690,3:21:24 PM,2,1,0,0,0,0,0,0
691,3:21:24 PM,1,1,1,0,0,0,0,0
692,3:21:24 PM,1,0,0,0,0,0,0,0
693,3:21:24 PM,0,0,1,0,0,0,0,0
694,3:21:24 PM,0,1,0,0,0,0,0,0
695,3:21:24 PM,0,1,1,0,0,0,0,0
696,3:21:24 PM,0,1,1,0,0,0,0,0
697,3:21:24 PM,2,0,0,0,0,0,0,0
698,3:21:24 PM,0,2,1,0,0,0,0,0
699,3:21:24 PM,0,1,0,0,0,0,0,0
700,3:21:24 PM,0,2,0,0,0,0,0,0
701,3:21:24 PM,0,0,0,0,0,0,0,0
702,3:21:24 PM,1,0,0,0,0,0,0,0
703,3:21:24 PM,0,3,2,0,0,0,0,0
704,3:21:24 PM,0,1,0,0,0,0,0,0
705,3:21:24 PM,0,0,0,0,0,0,0,0
706,3:21:24 PM,0,1,2,0,0,0,0,0
707,3:21:24 PM,0,2,1,0,0,0,0,0
708,3:21:24 PM,0,0,0,0,0,0,0,0
709,3:21:24 PM,0,0,2,0,0,0,0,0
710,3:21:24 PM,0,0,2,0,0,0,0,0
711,3:21:24 PM,1,1,1,0,0,0,0,0
712,3:21:24 PM,1,1,0,0,0,0,0,0
713,3:21:24 PM,0,0,0,0,0,0,0,0
714,3:21:24 PM,1,0,2,0,0,0,0,0
715,3:21:24 PM,1,0,0,0,0,0,0,0
716,3:21:24 PM,0,1,1,0,0,0,0,0
717,3:21:24 PM,1,1,0,0,0,0,0,0
718,3:21:24 PM,0,2,1,0,0,0,0,0
719,3:21:24 PM,1,0,1,0,0,0,0,0
720,3:21:24 PM,0,0,2,0,0,0,0,0
721,3:21:24 PM,2,0,0,0,0,0,0,0
722,3:21:24 PM,0,0,0,0,0,0,0,0
723,3:21:24 PM,0,1,0,0,0,0,0,0
724,3:21:24 PM,0,0,0,0,0,0,0,0
725,3:21:24 PM,0,0,0,0,0,0,0,0
726,3:21:24 PM,1,0,1,0,0,0,0,0
727,3:21:24 PM,0,1,0,0,0,0,0,0
728,3:21:24 PM,0,1,2,0,0,0,0,0
729,3:21:24 PM,0,0,1,0,0,0,0,0
730,3:21:24 PM,1,2,1,0,0,0,0,0
731,3:21:24 PM,1,1,3,0,0,0,0,0
732,3:21:24 PM,2,0,1,0,0,0,0,0
733,3:21:24 PM,0,1,0,0,0,0,0,0
734,3:21:24 PM,1,0,0,0,0,0,0,0
735,3:21:24 PM,0,0,2,0,0,0,0,0
736,3:21:24 PM,1,0,0,0,0,0,0,0
737,3:21:24 PM,0,1,1,0,0,0,0,0
738,3:21:24 PM,0,1,2,0,0,0,0,0
739,3:21:24 PM,0,0,1,0,0,0,0,0
740,3:21:24 PM,1,1,1,0,0,0,0,0
741,3:21:24 PM,0,1,2,0,0,0,0,0
742,3:21:24 PM,0,1,1,0,0,0,0,0
743,3:21:24 PM,1,0,0,0,0,0,0,0
744,3:21:24 PM,1,2,1,0,0,0,0,0
745,3:21:24 PM,0,0,0,0,0,0,0,0
746,3:21:24 PM,1,0,1,0,0,0,0,0
747,3:21:24 PM,1,0,1,0,0,0,0,0
748,3:21:24 PM,0,1,1,0,0,0,0,0
749,3:21:24 PM,1,0,0,0,0,0,0,0
750,3:21:24 PM,3,1,1,0,0,0,0,0
751,3:21:24 PM,0,1,2,0,0,0,0,0
752,3:21:24 PM,0,1,0,0,0,0,0,0
753,3:21:24 PM,0,0,1,0,0,0,0,0
754,3:21:24 PM,1,1,2,0,0,0,0,0
755,3:21:24 PM,1,0,0,0,0,0,0,0
756,3:21:24 PM,0,2,0,0,0,0,0,0
757,3:21:24 PM,1,1,1,0,0,0,0,0
758,3:21:24 PM,0,1,1,0,0,0,0,0
759,3:21:24 PM,1,0,0,0,0,0,0,0
760,3:21:24 PM,0,0,1,0,0,0,0,0
761,3:21:24 PM,0,0,0,0,0,0,0,0
762,3:21:24 PM,0,0,1,0,0,0,0,0
763,3:21:24 PM,1,1,1,0,0,0,0,0
764,3:21:24 PM,0,0,0,0,0,0,0,0
765,3:21:24 PM,0,0,0,0,0,0,0,0
766,3:21:24 PM,1,0,0,0,0,0,0,0
767,3:21:24 PM,0,2,0,0,0,0,0,0
768,3:21:24 PM,2,2,1,0,0,0,0,0
769,3:21:24 PM,0,0,3,0,0,0,0,0
770,3:21:24 PM,1,0,1,0,0,0,0,0
771,3:21:24 PM,2,0,0,0,0,0,0,0
772,3:21:24 PM,0,1,2,0,0,0,0,0
773,3:21:24 PM,0,1,0,0,0,0,0,0
774,3:21:24 PM,0,1,0,0,0,0,0,0
775,3:21:24 PM,1,1,1,0,0,0,0,0
776,3:21:24 PM,0,1,0,0,0,0,0,0
777,3:21:24 PM,0,1,0,0,0,0,0,0
778,3:21:24 PM,0,1,0,0,0,0,0,0
779,3:21:24 PM,0,0,0,0,0,0,0,0
780,3:21:24 PM,0,0,1,0,0,0,0,0
781,3:21:24 PM,0,0,0,0,0,0,0,0
782,3:21:24 PM,0,2,2,0,0,0,0,0
783,3:21:24 PM,0,2,2,0,0,0,0,0
784,3:21:24 PM,0,0,3,0,0,0,0,0
785,3:21:24 PM,0,3,0,0,0,0,0,0
786,3:21:24 PM,0,1,0,0,0,0,0,0
787,3:21:24 PM,0,0,1,0,0,0,0,0
788,3:21:24 PM,0,0,0,0,0,0,0,0
789,3:21:24 PM,0,0,1,0,0,0,0,0
790,3:21:24 PM,1,1,0,0,0,0,0,0
791,3:21:24 PM,0,3,0,0,0,0,0,0
792,3:21:24 PM,0,1,1,0,0,0,0,0
793,3:21:24 PM,0,1,2,0,0,0,0,0
794,3:21:24 PM,2,2,1,0,0,0,0,0
795,3:21:24 PM,1,0,1,0,0,0,0,0
796,3:21:24 PM,1,2,0,0,0,0,0,0
797,3:21:24 PM,0,1,1,0,0,0,0,0
798,3:21:24 PM,1,0,0,0,0,0,0,0
799,3:21:24 PM,1,0,0,0,0,0,0,0
800,3:21:24 PM,1,1,0,0,0,0,0,0
801,3:21:25 PM,2,1,1,0,0,0,0,0
802,3:21:25 PM,1,1,0,0,0,0,0,0
803,3:21:25 PM,0,0,1,0,0,0,0,0
804,3:21:25 PM,0,0,3,0,0,0,0,0
805,3:21:25 PM,0,1,2,0,0,0,0,0
806,3:21:25 PM,0,0,0,0,0,0,0,0
807,3:21:25 PM,0,0,0,0,0,0,0,0
808,3:21:25 PM,2,0,2,0,0,0,0,0
809,3:21:25 PM,0,1,0,0,0,0,0,0
810,3:21:25 PM,0,0,0,0,0,0,0,0
811,3:21:25 PM,0,0,0,0,0,0,0,0
812,3:21:25 PM,0,0,0,0,0,0,0,0
813,3:21:25 PM,1,1,1,0,0,0,0,0
814,3:21:25 PM,1,1,0,0,0,0,0,0
815,3:21:25 PM,0,1,0,0,0,0,0,0
816,3:21:25 PM,0,1,0,0,0,0,0,0
817,3:21:25 PM,1,0,3,0,0,0,0,0
818,3:21:25 PM,0,0,1,0,0,0,0,0
819,3:21:25 PM,2,0,1,0,0,0,0,0
820,3:21:25 PM,0,1,3,0,0,0,0,0
821,3:21:25 PM,0,1,0,0,0,0,0,0
822,3:21:25 PM,1,3,1,0,0,0,0,0
823,3:21:25 PM,0,4,1,0,0,0,0,0
824,3:21:25 PM,1,0,0,0,0,0,0,0
825,3:21:25 PM,0,0,0,0,0,0,0,0
826,3:21:25 PM,0,0,0,0,0,0,0,0
827,3:21:25 PM,0,0,0,0,0,0,0,0
828,3:21:25 PM,0,1,0,0,0,0,0,0
829,3:21:25 PM,1,0,0,0,0,0,0,0
830,3:21:25 PM,2,1,0,0,0,0,0,0
831,3:21:25 PM,0,0,2,0,0,0,0,0
832,3:21:25 PM,1,0,0,0,0,0,0,0
833,3:21:25 PM,0,1,1,0,0,0,0,0
834,3:21:25 PM,0,0,2,0,0,0,0,0
835,3:21:25 PM,1,1,0,0,0,0,0,0
836,3:21:25 PM,0,2,1,0,0,0,0,0
837,3:21:25 PM,0,0,2,0,0,0,0,0
838,3:21:25 PM,0,1,3,0,0,0,0,0
839,3:21:25 PM,1,0,0,0,0,0,0,0
840,3:21:25 PM,1,0,1,0,0,0,0,0
841,3:21:25 PM,0,0,0,0,0,0,0,0
842,3:21:25 PM,0,3,0,0,0,0,0,0
843,3:21:25 PM,1,1,0,0,0,0,0,0
844,3:21:25 PM,1,0,1,0,0,0,0,0
845,3:21:25 PM,0,3,0,0,0,0,0,0
846,3:21:25 PM,0,0,0,0,0,0,0,0
847,3:21:25 PM,0,1,0,0,0,0,0,0
848,3:21:25 PM,1,0,0,0,0,0,0,0
849,3:21:25 PM,1,3,1,0,0,0,0,0
850,3:21:25 PM,0,0,2,0,0,0,0,0
851,3:21:25 PM,0,0,0,0,0,0,0,0
852,3:21:25 PM,0,0,1,0,0,0,0,0
853,3:21:25 PM,0,2,0,0,0,0,0,0
854,3:21:25 PM,0,1,0,0,0,0,0,0
855,3:21:25 PM,1,1,0,0,0,0,0,0
856,3:21:25 PM,0,1,2,0,0,0,0,0
857,3:21:25 PM,0,2,1,0,0,0,0,0
858,3:21:25 PM,2,1,0,0,0,0,0,0
859,3:21:25 PM,0,0,0,0,0,0,0,0
860,3:21:25 PM,2,1,0,0,0,0,0,0
861,3:21:25 PM,0,0,0,0,0,0,0,0
862,3:21:25 PM,1,0,0,0,0,0,0,0
863,3:21:25 PM,0,0,0,0,0,0,0,0
864,3:21:25 PM,0,1,0,0,0,0,0,0
865,3:21:25 PM,1,0,1,0,0,0,0,0
866,3:21:25 PM,1,0,3,0,0,0,0,0
867,3:21:25 PM,0,0,0,0,0,0,0,0
868,3:21:25 PM,1,0,1,0,0,0,0,0
869,3:21:25 PM,0,1,2,0,0,0,0,0
870,3:21:25 PM,1,1,0,0,0,0,0,0
871,3:21:25 PM,1,0,1,0,0,0,0,0
872,3:21:25 PM,2,1,0,0,0,0,0,0
873,3:21:25 PM,0,0,0,0,0,0,0,0
874,3:21:25 PM,1,2,1,0,0,0,0,0
875,3:21:25 PM,0,1,2,0,0,0,0,0
876,3:21:25 PM,0,1,2,0,0,0,0,0
877,3:21:25 PM,0,0,0,0,0,0,0,0
878,3:21:25 PM,0,0,0,0,0,0,0,0
879,3:21:25 PM,0,2,0,0,0,0,0,0
880,3:21:25 PM,0,0,0,0,0,0,0,0
881,3:21:25 PM,0,0,0,0,0,0,0,0
882,3:21:25 PM,0,0,1,0,0,0,0,0
883,3:21:25 PM,1,1,3,0,0,0,0,0
884,3:21:25 PM,1,2,1,0,0,0,0,0
885,3:21:25 PM,0,0,0,0,0,0,0,0
886,3:21:25 PM,1,1,0,0,0,0,0,0
887,3:21:25 PM,0,0,2,0,0,0,0,0
888,3:21:25 PM,0,0,1,0,0,0,0,0
889,3:21:25 PM,2,1,0,0,0,0,0,0
890,3:21:25 PM,0,0,0,0,0,0,0,0
891,3:21:25 PM,0,0,0,0,0,0,0,0
892,3:21:25 PM,0,1,2,0,0,0,0,0
893,3:21:25 PM,1,0,0,0,0,0,0,0
894,3:21:25 PM,1,0,1,0,0,0,0,0
895,3:21:25 PM,0,0,1,0,0,0,0,0
896,3:21:25 PM,0,0,1,0,0,0,0,0
897,3:21:25 PM,0,1,2,0,0,0,0,0
898,3:21:25 PM,0,0,3,0,0,0,0,0
899,3:21:25 PM,1,2,2,0,0,0,0,0
900,3:21:25 PM,0,0,0,0,0,0,0,0
901,3:21:25 PM,0,0,1,0,0,0,0,0
902,3:21:25 PM,0,4,1,0,0,0,0,0
903,3:21:25 PM,2,1,0,0,0,0,0,0
904,3:21:25 PM,1,0,1,0,0,0,0,0
905,3:21:25 PM,0,1,1,0,0,0,0,0
906,3:21:25 PM,1,1,1,0,0,0,0,0
907,3:21:25 PM,2,1,0,0,0,0,0,0
908,3:21:25 PM,0,0,1,0,0,0,0,0
909,3:21:25 PM,0,0,1,0,0,0,0,0
910,3:21:25 PM,0,1,1,0,0,0,0,0
911,3:21:25 PM,1,0,1,0,0,0,0,0
912,3:21:25 PM,1,4,0,0,0,0,0,0
913,3:21:25 PM,0,1,0,0,0,0,0,0
914,3:21:25 PM,0,0,0,0,0,0,0,0
915,3:21:25 PM,2,1,0,0,0,0,0,0
916,3:21:25 PM,2,0,1,0,0,0,0,0
917,3:21:25 PM,1,0,0,0,0,0,0,0
918,3:21:25 PM,1,0,1,0,0,0,0,0
919,3:21:25 PM,1,0,0,0,0,0,0,0
920,3:21:25 PM,0,3,0,0,0,0,0,0
921,3:21:25 PM,0,1,1,0,0,0,0,0
922,3:21:25 PM,0,1,0,0,0,0,0,0
923,3:21:25 PM,0,1,0,0,0,0,0,0
924,3:21:25 PM,2,0,0,0,0,0,0,0
925,3:21:25 PM,0,0,0,0,0,0,0,0
926,3:21:25 PM,0,0,0,0,0,0,0,0
927,3:21:25 PM,1,0,1,0,0,0,0,0
928,3:21:25 PM,0,0,0,0,0,0,0,0
929,3:21:25 PM,0,0,0,0,0,0,0,0
930,3:21:25 PM,0,1,1,0,0,0,0,0
931,3:21:25 PM,1,0,0,0,0,0,0,0
932,3:21:25 PM,0,0,3,0,0,0,0,0
933,3:21:25 PM,0,3,2,0,0,0,0,0
934,3:21:25 PM,4,0,0,0,0,0,0,0
935,3:21:25 PM,0,0,3,0,0,0,0,0
936,3:21:25 PM,0,0,0,0,0,0,0,0
937,3:21:25 PM,0,0,0,0,0,0,0,0
938,3:21:25 PM,0,1,0,0,0,0,0,0
939,3:21:25 PM,1,0,0,0,0,0,0,0
940,3:21:25 PM,0,0,1,0,0,0,0,0
941,3:21:25 PM,0,3,0,0,0,0,0,0
942,3:21:25 PM,0,0,0,0,0,0,0,0
943,3:21:25 PM,1,0,0,0,0,0,0,0
944,3:21:25 PM,3,0,0,0,0,0,0,0
945,3:21:25 PM,1,1,0,0,0,0,0,0
946,3:21:25 PM,0,2,0,0,0,0,0,0
947,3:21:25 PM,0,1,1,0,0,0,0,0
948,3:21:25 PM,1,0,1,0,0,0,0,0
949,3:21:25 PM,1,0,0,0,0,0,0,0
950,3:21:25 PM,0,0,0,0,0,0,0,0
951,3:21:25 PM,0,0,2,0,0,0,0,0
952,3:21:25 PM,1,0,1,0,0,0,0,0
953,3:21:25 PM,1,1,0,0,0,0,0,0
954,3:21:25 PM,1,1,0,0,0,0,0,0
955,3:21:25 PM,0,0,0,0,0,0,0,0
956,3:21:25 PM,0,0,3,0,0,0,0,0
957,3:21:25 PM,2,1,0,0,0,0,0,0
958,3:21:25 PM,0,3,0,0,0,0,0,0
959,3:21:25 PM,0,2,0,0,0,0,0,0
960,3:21:25 PM,1,0,1,0,0,0,0,0
961,3:21:25 PM,0,0,0,0,0,0,0,0
962,3:21:25 PM,0,0,2,0,0,0,0,0
963,3:21:25 PM,0,0,1,0,0,0,0,0
964,3:21:25 PM,0,1,0,0,0,0,0,0
965,3:21:25 PM,1,0,1,0,0,0,0,0
966,3:21:25 PM,2,1,1,0,0,0,0,0
967,3:21:25 PM,0,1,1,0,0,0,0,0
968,3:21:25 PM,1,1,0,0,0,0,0,0
969,3:21:25 PM,1,0,0,0,0,0,0,0
970,3:21:25 PM,0,1,3,0,0,0,0,0
971,3:21:25 PM,1,1,1,0,0,0,0,0
972,3:21:25 PM,0,0,1,0,0,0,0,0
973,3:21:25 PM,0,0,2,0,0,0,0,0
974,3:21:25 PM,0,1,0,0,0,0,0,0
975,3:21:25 PM,0,1,0,0,0,0,0,0
976,3:21:25 PM,2,0,0,0,0,0,0,0
977,3:21:25 PM,3,0,0,0,0,0,0,0
978,3:21:25 PM,2,0,0,0,0,0,0,0
979,3:21:25 PM,0,0,3,0,0,0,0,0
980,3:21:25 PM,0,0,0,0,0,0,0,0
981,3:21:25 PM,0,1,1,0,0,0,0,0
982,3:21:25 PM,1,0,0,0,0,0,0,0
983,3:21:25 PM,0,2,2,0,0,0,0,0
984,3:21:25 PM,0,2,0,0,0,0,0,0
985,3:21:25 PM,1,0,0,0,0,0,0,0
986,3:21:25 PM,0,0,0,0,0,0,0,0
987,3:21:25 PM,0,0,0,0,0,0,0,0
988,3:21:25 PM,1,2,2,0,0,0,0,0
989,3:21:25 PM,1,0,0,0,0,0,0,0
990,3:21:25 PM,0,1,0,0,0,0,0,0
991,3:21:25 PM,0,0,1,0,0,0,0,0
992,3:21:25 PM,0,0,1,0,0,0,0,0
993,3:21:25 PM,0,1,0,0,0,0,0,0
994,3:21:25 PM,2,1,0,0,0,0,0,0
995,3:21:25 PM,0,2,0,0,0,0,0,0
996,3:21:25 PM,0,0,0,0,0,0,0,0
997,3:21:25 PM,0,2,1,0,0,0,0,0
998,3:21:25 PM,0,0,1,0,0,0,0,0
999,3:21:25 PM,1,1,0,0,0,0,0,0
1000,3:21:25 PM,0,0,0,0,0,0,0,0
1001,3:21:25 PM,1,0,0,0,0,0,0,0
1002,3:21:25 PM,0,1,0,0,0,0,0,0
1003,3:21:25 PM,1,0,0,0,0,0,0,0
1004,3:21:25 PM,2,2,0,0,0,0,0,0
1005,3:21:25 PM,0,1,1,0,0,0,0,0
1006,3:21:25 PM,0,0,1,0,0,0,0,0
1007,3:21:25 PM,1,0,0,0,0,0,0,0
1008,3:21:25 PM,0,3,0,0,0,0,0,0
1009,3:21:25 PM,0,0,2,0,0,0,0,0
1010,3:21:25 PM,1,0,0,0,0,0,0,0
1011,3:21:25 PM,0,1,0,0,0,0,0,0
1012,3:21:25 PM,1,1,1,0,0,0,0,0
1013,3:21:25 PM,0,0,1,0,0,0,0,0
1014,3:21:25 PM,1,1,0,0,0,0,0,0
1015,3:21:25 PM,0,0,1,0,0,0,0,0
1016,3:21:25 PM,0,1,0,0,0,0,0,0
1017,3:21:25 PM,0,1,1,0,0,0,0,0
1018,3:21:25 PM,0,1,1,0,0,0,0,0
1019,3:21:25 PM,1,0,1,0,0,0,0,0
1020,3:21:25 PM,2,1,0,0,0,0,0,0
1021,3:21:25 PM,0,2,0,0,0,0,0,0
1022,3:21:25 PM,0,1,1,0,0,0,0,0
1023,3:21:25 PM,1,0,0,0,0,0,0,0
1024,3:21:25 PM,0,0,1,0,0,0,0,0
1025,3:21:25 PM,2,0,1,0,0,0,0,0
1026,3:21:25 PM,0,2,0,0,0,0,0,0
1027,3:21:25 PM,0,0,1,0,0,0,0,0
1028,3:21:25 PM,0,1,1,0,0,0,0,0
1029,3:21:25 PM,1,0,1,0,0,0,0,0
